Cancer,Symbol,GO,,NES,p,FDR,
ACC,HSPD1,epithelial mesenchymal transition,,-1.951,0,0.00018223,
ACC,HSPE1,epithelial mesenchymal transition,,-2.2317,0,0,
ACC,TRAP1,epithelial mesenchymal transition,,-1.7621,0,0.0036893,
BLCA,DNAJA2,epithelial mesenchymal transition,,-2.5019,0,0,
BLCA,DNAJA3,epithelial mesenchymal transition,,-3.2016,0,0,
BLCA,DNAJA4,epithelial mesenchymal transition,,-3.0355,0,0,
BLCA,DNAJB13,epithelial mesenchymal transition,,-2.2382,0,0,
BLCA,DNAJB3,epithelial mesenchymal transition,,-2.8595,0,0,
BLCA,DNAJB7,epithelial mesenchymal transition,,-2.8784,0,0,
BLCA,DNAJB8,epithelial mesenchymal transition,,-2.9934,0,0,
BLCA,DNAJC11,epithelial mesenchymal transition,,-3.57,0,0,
BLCA,DNAJC14,epithelial mesenchymal transition,,-3.7636,0,0,
BLCA,DNAJC16,epithelial mesenchymal transition,,-3.0245,0,0,
BLCA,DNAJC19,epithelial mesenchymal transition,,-3.9193,0,0,
BLCA,DNAJC21,epithelial mesenchymal transition,,-1.7961,0,0.005385,
BLCA,DNAJC27,epithelial mesenchymal transition,,-2.4141,0,0,
BLCA,DNAJC28,epithelial mesenchymal transition,,-3.6315,0,0,
BLCA,DNAJC2,epithelial mesenchymal transition,,-3.4453,0,0,
BLCA,DNAJC30,epithelial mesenchymal transition,,-2.5462,0,0,
BLCA,DNAJC7,epithelial mesenchymal transition,,-2.4329,0,0,
BLCA,DNAJC9,epithelial mesenchymal transition,,-1.9554,0,0.0022757,
BLCA,GAK,epithelial mesenchymal transition,,-2.8992,0,0,
BLCA,HSCB,epithelial mesenchymal transition,,-2.1653,0,0,
BLCA,HSP90AA1,epithelial mesenchymal transition,,-2.5871,0,0,
BLCA,HSPA14,epithelial mesenchymal transition,,-3.2181,0,0,
BLCA,HSPA1A,epithelial mesenchymal transition,,-1.7414,0,0.002008,
BLCA,HSPA1B,epithelial mesenchymal transition,,-2.9609,0,0,
BLCA,HSPA4,epithelial mesenchymal transition,,-2.8954,0,0,
BLCA,HSPA9,epithelial mesenchymal transition,,-2.5484,0,0,
BLCA,HSPD1,epithelial mesenchymal transition,,-2.3167,0,0,
BLCA,HSPE1,epithelial mesenchymal transition,,-3.0265,0,0,
BLCA,HSPH1,epithelial mesenchymal transition,,-2.2289,0,0,
BLCA,TRAP1,epithelial mesenchymal transition,,-3.1666,0,0,
BRCA,DNAJA1,epithelial mesenchymal transition,,-2.1863,0,0,
BRCA,DNAJA3,epithelial mesenchymal transition,,-2.8368,0,0,
BRCA,DNAJA4,epithelial mesenchymal transition,,-2.4953,0,0,
BRCA,DNAJB12,epithelial mesenchymal transition,,-1.7531,0,0.0013289,
BRCA,DNAJB13,epithelial mesenchymal transition,,-2.1218,0,0,
BRCA,DNAJB1,epithelial mesenchymal transition,,-2.1417,0,0,
BRCA,DNAJB2,epithelial mesenchymal transition,,-1.6574,0,0.0042457,
BRCA,DNAJB3,epithelial mesenchymal transition,,-1.6656,0,0.010488,
BRCA,DNAJC11,epithelial mesenchymal transition,,-2.476,0,0,
BRCA,DNAJC12,epithelial mesenchymal transition,,-1.8014,0,0.00089129,
BRCA,DNAJC14,epithelial mesenchymal transition,,-2.1689,0,0,
BRCA,DNAJC19,epithelial mesenchymal transition,,-2.919,0,0,
BRCA,DNAJC1,epithelial mesenchymal transition,,-1.6793,0,0.0031343,
BRCA,DNAJC21,epithelial mesenchymal transition,,-2.006,0,0,
BRCA,DNAJC28,epithelial mesenchymal transition,,-2.4783,0,0,
BRCA,DNAJC2,epithelial mesenchymal transition,,-1.6914,0,0.010008,
BRCA,DNAJC30,epithelial mesenchymal transition,,-2.1507,0,0,
BRCA,DNAJC5,epithelial mesenchymal transition,,-2.8193,0,0,
BRCA,DNAJC7,epithelial mesenchymal transition,,-2.7343,0,0,
BRCA,DNAJC9,epithelial mesenchymal transition,,-2.4182,0,0,
BRCA,GAK,epithelial mesenchymal transition,,-2.3982,0,0,
BRCA,HSP90AA1,epithelial mesenchymal transition,,-2.0808,0,0,
BRCA,HSP90AB1,epithelial mesenchymal transition,,-2.6624,0,0,
BRCA,HSPA14,epithelial mesenchymal transition,,-2.4052,0,0,
BRCA,HSPA1A,epithelial mesenchymal transition,,-2.1276,0,0,
BRCA,HSPA1B,epithelial mesenchymal transition,,-2.5126,0,0,
BRCA,HSPA1L,epithelial mesenchymal transition,,-2.3561,0,0,
BRCA,HSPA4,epithelial mesenchymal transition,,-1.7279,0,0.002891,
BRCA,HSPA4L,epithelial mesenchymal transition,,-2.1126,0,0,
BRCA,HSPA9,epithelial mesenchymal transition,,-2.5538,0,0,
BRCA,HSPB11,epithelial mesenchymal transition,,-2.4072,0,0,
BRCA,HSPB9,epithelial mesenchymal transition,,-1.9464,0,0.00059091,
BRCA,HSPD1,epithelial mesenchymal transition,,-2.6235,0,0,
BRCA,HSPE1,epithelial mesenchymal transition,,-2.2804,0,0,
BRCA,TRAP1,epithelial mesenchymal transition,,-2.2985,0,0,
CESC,DNAJA3,epithelial mesenchymal transition,,-3.0565,0,0,
CESC,DNAJA4,epithelial mesenchymal transition,,-2.6861,0,0,
CESC,DNAJB12,epithelial mesenchymal transition,,-2.7256,0,0,
CESC,DNAJC11,epithelial mesenchymal transition,,-2.218,0,0,
CESC,DNAJC16,epithelial mesenchymal transition,,-1.7739,0,0.001098,
CESC,DNAJC19,epithelial mesenchymal transition,,-2.3089,0,0,
CESC,DNAJC28,epithelial mesenchymal transition,,-2.5059,0,0,
CESC,DNAJC4,epithelial mesenchymal transition,,-1.6737,0,0.0042971,
CESC,DNAJC9,epithelial mesenchymal transition,,-2.2507,0,0,
CESC,GAK,epithelial mesenchymal transition,,-2.6177,0,0,
CESC,HSPA14,epithelial mesenchymal transition,,-3.1176,0,0,
CESC,HSPA1B,epithelial mesenchymal transition,,-1.8589,0,0.00063452,
CESC,HSPA1L,epithelial mesenchymal transition,,-1.9776,0,0,
CESC,HSPA9,epithelial mesenchymal transition,,-2.1101,0,0,
CESC,HSPB9,epithelial mesenchymal transition,,-2.4539,0,0,
CESC,TRAP1,epithelial mesenchymal transition,,-2.7226,0,0,
CHOL,DNAJA3,epithelial mesenchymal transition,,-2.2853,0,0,
CHOL,DNAJB7,epithelial mesenchymal transition,,-1.7675,0,0.0038184,
CHOL,DNAJC17,epithelial mesenchymal transition,,-2.5108,0,0,
CHOL,DNAJC19,epithelial mesenchymal transition,,-2.8807,0,0,
CHOL,DNAJC27,epithelial mesenchymal transition,,-2.315,0,0,
CHOL,DNAJC28,epithelial mesenchymal transition,,-3.1288,0,0,
CHOL,GAK,epithelial mesenchymal transition,,-2.4387,0,0,
CHOL,HSCB,epithelial mesenchymal transition,,-2.4616,0,0,
CHOL,HSPE1,epithelial mesenchymal transition,,-1.8085,0,0.0065846,
COAD,CRYAA,epithelial mesenchymal transition,,-2.101,0,0,
COAD,DNAJA2,epithelial mesenchymal transition,,-1.895,0,0.00027679,
COAD,DNAJA3,epithelial mesenchymal transition,,-2.946,0,0,
COAD,DNAJA4,epithelial mesenchymal transition,,-2.798,0,0,
COAD,DNAJB12,epithelial mesenchymal transition,,-2.3236,0,0,
COAD,DNAJB3,epithelial mesenchymal transition,,-3.8869,0,0,
COAD,DNAJB7,epithelial mesenchymal transition,,-2.5643,0,0,
COAD,DNAJC11,epithelial mesenchymal transition,,-2.9173,0,0,
COAD,DNAJC15,epithelial mesenchymal transition,,-2.699,0,0,
COAD,DNAJC16,epithelial mesenchymal transition,,-3.0625,0,0,
COAD,DNAJC17,epithelial mesenchymal transition,,-2.5379,0,0,
COAD,DNAJC19,epithelial mesenchymal transition,,-3.089,0,0,
COAD,DNAJC21,epithelial mesenchymal transition,,-2.8683,0,0,
COAD,DNAJC22,epithelial mesenchymal transition,,-2.5028,0,0,
COAD,DNAJC25,epithelial mesenchymal transition,,-2.5022,0,0,
COAD,DNAJC2,epithelial mesenchymal transition,,-2.8257,0,0,
COAD,DNAJC30,epithelial mesenchymal transition,,-2.7336,0,0,
COAD,DNAJC7,epithelial mesenchymal transition,,-2.8485,0,0,
COAD,DNAJC9,epithelial mesenchymal transition,,-3.0325,0,0,
COAD,GAK,epithelial mesenchymal transition,,-3.0981,0,0,
COAD,HSP90AB1,epithelial mesenchymal transition,,-1.8577,0,0.00033939,
COAD,HSPA14,epithelial mesenchymal transition,,-3.1732,0,0,
COAD,HSPA4,epithelial mesenchymal transition,,-2.5631,0,0,
COAD,HSPA4L,epithelial mesenchymal transition,,-2.1209,0,0,
COAD,HSPA8,epithelial mesenchymal transition,,-1.7777,0,0.0016511,
COAD,HSPA9,epithelial mesenchymal transition,,-2.9367,0,0,
COAD,HSPB11,epithelial mesenchymal transition,,-2.2085,0,0,
COAD,HSPD1,epithelial mesenchymal transition,,-2.9117,0,0,
COAD,HSPE1,epithelial mesenchymal transition,,-2.8999,0,0,
COAD,HSPH1,epithelial mesenchymal transition,,-1.7505,0,0.0015035,
COAD,TRAP1,epithelial mesenchymal transition,,-3.0072,0,0,
DLBC,DNAJA4,epithelial mesenchymal transition,,-1.85,0,0.0013655,
DLBC,DNAJB13,epithelial mesenchymal transition,,-1.6793,0,0.008411,
DLBC,DNAJB3,epithelial mesenchymal transition,,-2.3462,0,0,
DLBC,DNAJB8,epithelial mesenchymal transition,,-3.1539,0,0,
DLBC,DNAJC15,epithelial mesenchymal transition,,-1.9022,0,0.0010074,
DLBC,DNAJC27,epithelial mesenchymal transition,,-2.4292,0,0,
DLBC,DNAJC28,epithelial mesenchymal transition,,-2.7134,0,0,
DLBC,DNAJC2,epithelial mesenchymal transition,,-3.0631,0,0,
DLBC,DNAJC30,epithelial mesenchymal transition,,-1.6828,0,0.0033604,
DLBC,GAK,epithelial mesenchymal transition,,-1.9159,0,0.0010491,
DLBC,HSP90AB1,epithelial mesenchymal transition,,-2.4163,0,0,
DLBC,HSPA4,epithelial mesenchymal transition,,-2.4006,0,0,
DLBC,HSPB9,epithelial mesenchymal transition,,-2.1437,0,0,
DLBC,HSPD1,epithelial mesenchymal transition,,-2.2865,0,0,
DLBC,HSPE1,epithelial mesenchymal transition,,-1.7737,0,0.0026329,
DLBC,ODF1,epithelial mesenchymal transition,,-1.7427,0,0.0027255,
DLBC,TRAP1,epithelial mesenchymal transition,,-1.7171,0,0.007908,
ESCA,DNAJA2,epithelial mesenchymal transition,,-1.9836,0,0,
ESCA,DNAJA3,epithelial mesenchymal transition,,-2.4663,0,0,
ESCA,DNAJB12,epithelial mesenchymal transition,,-3.0775,0,0,
ESCA,DNAJC11,epithelial mesenchymal transition,,-3.3905,0,0,
ESCA,DNAJC14,epithelial mesenchymal transition,,-3.4806,0,0,
ESCA,DNAJC15,epithelial mesenchymal transition,,-1.9304,0,0,
ESCA,DNAJC16,epithelial mesenchymal transition,,-2.6426,0,0,
ESCA,DNAJC1,epithelial mesenchymal transition,,-2.1415,0,0,
ESCA,DNAJC22,epithelial mesenchymal transition,,-2.141,0,0,
ESCA,DNAJC27,epithelial mesenchymal transition,,-2.1148,0,0,
ESCA,DNAJC28,epithelial mesenchymal transition,,-2.9528,0,0,
ESCA,DNAJC2,epithelial mesenchymal transition,,-1.9545,0,0,
ESCA,DNAJC5,epithelial mesenchymal transition,,-2.6853,0,0,
ESCA,DNAJC7,epithelial mesenchymal transition,,-3.7718,0,0,
ESCA,DNAJC9,epithelial mesenchymal transition,,-1.6648,0,0.0059674,
ESCA,GAK,epithelial mesenchymal transition,,-2.8895,0,0,
ESCA,HSP90AB1,epithelial mesenchymal transition,,-1.6643,0,0.0074656,
ESCA,HSPA14,epithelial mesenchymal transition,,-3.1602,0,0,
ESCA,HSPA8,epithelial mesenchymal transition,,-1.7557,0,0.005486,
ESCA,HSPA9,epithelial mesenchymal transition,,-2.9106,0,0,
ESCA,HSPB9,epithelial mesenchymal transition,,-2.4972,0,0,
ESCA,HSPD1,epithelial mesenchymal transition,,-2.7166,0,0,
ESCA,HSPE1,epithelial mesenchymal transition,,-1.9768,0,0,
ESCA,HYOU1,epithelial mesenchymal transition,,-1.7278,0,0.00913,
ESCA,TRAP1,epithelial mesenchymal transition,,-2.2629,0,0,
GBM,CRYAA,epithelial mesenchymal transition,,-2.9474,0,0,
GBM,CRYAB,epithelial mesenchymal transition,,-2.9426,0,0,
GBM,DNAJA3,epithelial mesenchymal transition,,-2.8145,0,0,
GBM,DNAJB13,epithelial mesenchymal transition,,-2.3786,0,0,
GBM,DNAJB2,epithelial mesenchymal transition,,-2.9723,0,0,
GBM,DNAJB5,epithelial mesenchymal transition,,-2.5475,0,0,
GBM,DNAJB7,epithelial mesenchymal transition,,-2.3618,0,0,
GBM,DNAJB8,epithelial mesenchymal transition,,-3.0397,0,0,
GBM,DNAJC11,epithelial mesenchymal transition,,-1.7288,0,0.0010751,
GBM,DNAJC18,epithelial mesenchymal transition,,-3.1141,0,0,
GBM,DNAJC19,epithelial mesenchymal transition,,-2.0956,0,0,
GBM,DNAJC24,epithelial mesenchymal transition,,-2.9516,0,0,
GBM,DNAJC27,epithelial mesenchymal transition,,-2.5862,0,0,
GBM,DNAJC28,epithelial mesenchymal transition,,-3.7898,0,0,
GBM,DNAJC6,epithelial mesenchymal transition,,-2.2885,0,0,
GBM,DNAJC7,epithelial mesenchymal transition,,-2.6844,0,0,
GBM,DNAJC9,epithelial mesenchymal transition,,-2.5738,0,0,
GBM,HSPA12A,epithelial mesenchymal transition,,-1.8194,0,0.0011516,
GBM,HSPA1L,epithelial mesenchymal transition,,-2.774,0,0,
GBM,HSPA2,epithelial mesenchymal transition,,-2.3614,0,0,
GBM,HSPA4L,epithelial mesenchymal transition,,-2.4134,0,0,
GBM,HSPB3,epithelial mesenchymal transition,,-2.5677,0,0,
GBM,HSPB8,epithelial mesenchymal transition,,-1.9851,0,0.00061905,
GBM,TRAP1,epithelial mesenchymal transition,,-2.718,0,0,
HNSC,DNAJA1,epithelial mesenchymal transition,,-1.8667,0,0.0019432,
HNSC,DNAJA3,epithelial mesenchymal transition,,-3.5013,0,0,
HNSC,DNAJA4,epithelial mesenchymal transition,,-2.2734,0,0,
HNSC,DNAJB13,epithelial mesenchymal transition,,-2.4498,0,0,
HNSC,DNAJB1,epithelial mesenchymal transition,,-2.2322,0,0,
HNSC,DNAJB3,epithelial mesenchymal transition,,-1.6327,0,0.0039857,
HNSC,DNAJB8,epithelial mesenchymal transition,,-2.7679,0,0,
HNSC,DNAJC11,epithelial mesenchymal transition,,-2.5867,0,0,
HNSC,DNAJC17,epithelial mesenchymal transition,,-1.6678,0,0.0032672,
HNSC,DNAJC19,epithelial mesenchymal transition,,-3.1562,0,0,
HNSC,DNAJC21,epithelial mesenchymal transition,,-2.7062,0,0,
HNSC,DNAJC25,epithelial mesenchymal transition,,-2.3092,0,0,
HNSC,DNAJC27,epithelial mesenchymal transition,,-1.5383,0,0.010528,
HNSC,DNAJC28,epithelial mesenchymal transition,,-3.6259,0,0,
HNSC,DNAJC30,epithelial mesenchymal transition,,-2.0362,0,0,
HNSC,DNAJC5,epithelial mesenchymal transition,,-1.699,0,0.0044714,
HNSC,DNAJC7,epithelial mesenchymal transition,,-2.7464,0,0,
HNSC,DNAJC8,epithelial mesenchymal transition,,-1.645,0,0.0033153,
HNSC,DNAJC9,epithelial mesenchymal transition,,-3.0954,0,0,
HNSC,GAK,epithelial mesenchymal transition,,-2.1348,0,0,
HNSC,HSCB,epithelial mesenchymal transition,,-2.0694,0,0,
HNSC,HSPA14,epithelial mesenchymal transition,,-3.6504,0,0,
HNSC,HSPA1A,epithelial mesenchymal transition,,-2.1336,0,0,
HNSC,HSPA1B,epithelial mesenchymal transition,,-2.9892,0,0,
HNSC,HSPA4,epithelial mesenchymal transition,,-2.0075,0,0,
HNSC,HSPA4L,epithelial mesenchymal transition,,-2.1216,0,0,
HNSC,HSPA9,epithelial mesenchymal transition,,-3.1056,0,0,
HNSC,HSPB11,epithelial mesenchymal transition,,-2.2576,0,0,
HNSC,HSPB1,epithelial mesenchymal transition,,-2.3879,0,0,
HNSC,HSPB9,epithelial mesenchymal transition,,-1.788,0,0.0014498,
HNSC,HSPD1,epithelial mesenchymal transition,,-2.9457,0,0,
HNSC,HSPE1,epithelial mesenchymal transition,,-2.7766,0,0,
HNSC,TRAP1,epithelial mesenchymal transition,,-3.3334,0,0,
KICH,DNAJA2,epithelial mesenchymal transition,,-2.0205,0,0,
KICH,DNAJA3,epithelial mesenchymal transition,,-2.6433,0,0,
KICH,DNAJA4,epithelial mesenchymal transition,,-2.1352,0,0,
KICH,DNAJC19,epithelial mesenchymal transition,,-2.2578,0,0,
KICH,DNAJC1,epithelial mesenchymal transition,,-2.3255,0,0,
KICH,DNAJC25,epithelial mesenchymal transition,,-2.1536,0,0,
KICH,DNAJC28,epithelial mesenchymal transition,,-2.0305,0,0,
KICH,DNAJC30,epithelial mesenchymal transition,,-2.3896,0,0,
KICH,DNAJC4,epithelial mesenchymal transition,,-1.7985,0,0.0014235,
KICH,DNAJC5,epithelial mesenchymal transition,,-2.0119,0,0,
KICH,DNAJC6,epithelial mesenchymal transition,,-2.0708,0,0,
KICH,HSP90AA1,epithelial mesenchymal transition,,-2.1034,0,0,
KICH,HSPA1L,epithelial mesenchymal transition,,-2.3935,0,0,
KICH,HSPA2,epithelial mesenchymal transition,,-2.2042,0,0,
KICH,HSPA4L,epithelial mesenchymal transition,,-1.9958,0,0,
KICH,HSPA9,epithelial mesenchymal transition,,-2.1719,0,0,
KICH,HSPB7,epithelial mesenchymal transition,,-2.2435,0,0,
KICH,TRAP1,epithelial mesenchymal transition,,-1.7245,0,0.0023258,
KIRC,CRYAB,epithelial mesenchymal transition,,-1.8438,0,0.00030526,
KIRC,DNAJA2,epithelial mesenchymal transition,,-1.9676,0,0,
KIRC,DNAJA3,epithelial mesenchymal transition,,-2.5393,0,0,
KIRC,DNAJB3,epithelial mesenchymal transition,,-2.5468,0,0,
KIRC,DNAJB8,epithelial mesenchymal transition,,-2.3938,0,0,
KIRC,DNAJB9,epithelial mesenchymal transition,,-1.8027,0,0.0019398,
KIRC,DNAJC11,epithelial mesenchymal transition,,-2.2987,0,0,
KIRC,DNAJC16,epithelial mesenchymal transition,,-2.4806,0,0,
KIRC,DNAJC19,epithelial mesenchymal transition,,-2.5674,0,0,
KIRC,DNAJC1,epithelial mesenchymal transition,,-2.3525,0,0,
KIRC,DNAJC25,epithelial mesenchymal transition,,-2.866,0,0,
KIRC,DNAJC27,epithelial mesenchymal transition,,-2.5436,0,0,
KIRC,DNAJC28,epithelial mesenchymal transition,,-3.3149,0,0,
KIRC,DNAJC30,epithelial mesenchymal transition,,-1.7474,0,0.0018091,
KIRC,GAK,epithelial mesenchymal transition,,-2.3369,0,0,
KIRC,HSPA1L,epithelial mesenchymal transition,,-2.1435,0,0,
KIRC,HSPA4L,epithelial mesenchymal transition,,-2.0676,0,0,
KIRC,HSPA9,epithelial mesenchymal transition,,-2.4433,0,0,
KIRC,HSPB8,epithelial mesenchymal transition,,-1.8028,0,0.00065891,
KIRC,HSPD1,epithelial mesenchymal transition,,-2.3745,0,0,
KIRC,HSPE1,epithelial mesenchymal transition,,-1.9515,0,0.0012235,
KIRC,TRAP1,epithelial mesenchymal transition,,-2.7661,0,0,
KIRP,CRYAB,epithelial mesenchymal transition,,-1.7272,0,0.0012555,
KIRP,DNAJA2,epithelial mesenchymal transition,,-1.9762,0,0,
KIRP,DNAJA3,epithelial mesenchymal transition,,-1.8685,0,0,
KIRP,DNAJA4,epithelial mesenchymal transition,,-2.2784,0,0,
KIRP,DNAJB7,epithelial mesenchymal transition,,-1.5996,0,0.0084738,
KIRP,DNAJC11,epithelial mesenchymal transition,,-2.5623,0,0,
KIRP,DNAJC19,epithelial mesenchymal transition,,-2.2177,0,0,
KIRP,DNAJC1,epithelial mesenchymal transition,,-2.0418,0,0,
KIRP,DNAJC28,epithelial mesenchymal transition,,-2.9689,0,0,
KIRP,DNAJC30,epithelial mesenchymal transition,,-1.8739,0,0,
KIRP,DNAJC7,epithelial mesenchymal transition,,-1.8384,0,0.00042447,
KIRP,GAK,epithelial mesenchymal transition,,-2.2188,0,0,
KIRP,HSPB9,epithelial mesenchymal transition,,-2.0642,0,0,
KIRP,HSPE1,epithelial mesenchymal transition,,-1.795,0,0.0005134,
KIRP,TRAP1,epithelial mesenchymal transition,,-1.7055,0,0.0019305,
LGG,DNAJB12,epithelial mesenchymal transition,,-1.9893,0,0.00040196,
LGG,DNAJB5,epithelial mesenchymal transition,,-2.0947,0,0,
LGG,DNAJB7,epithelial mesenchymal transition,,-2.5055,0,0,
LGG,DNAJC11,epithelial mesenchymal transition,,-1.6335,0,0.011862,
LGG,DNAJC12,epithelial mesenchymal transition,,-2.2334,0,0,
LGG,DNAJC18,epithelial mesenchymal transition,,-1.8545,0,0.0001085,
LGG,DNAJC24,epithelial mesenchymal transition,,-2.2182,0,0,
LGG,DNAJC27,epithelial mesenchymal transition,,-2.049,0,0,
LGG,DNAJC7,epithelial mesenchymal transition,,-2.4035,0,0,
LGG,DNAJC9,epithelial mesenchymal transition,,-2.5785,0,0,
LGG,HSP90AB1,epithelial mesenchymal transition,,-2.2377,0,0,
LGG,HSPA12A,epithelial mesenchymal transition,,-1.6363,0,0.0054553,
LGG,HSPA14,epithelial mesenchymal transition,,-2.1932,0,0,
LGG,HSPA1L,epithelial mesenchymal transition,,-2.1327,0,0,
LGG,HSPB3,epithelial mesenchymal transition,,-1.8042,0,0.0029099,
LGG,HSPB9,epithelial mesenchymal transition,,-2.537,0,0,
LGG,ODF1,epithelial mesenchymal transition,,-2.4985,0,0,
LGG,TRAP1,epithelial mesenchymal transition,,-2.4913,0,0,
LIHC,DNAJB11,epithelial mesenchymal transition,,-2.2245,0,0,
LIHC,DNAJC14,epithelial mesenchymal transition,,-1.8132,0,0.0043515,
LIHC,DNAJC16,epithelial mesenchymal transition,,-1.9907,0,0.00081119,
LIHC,DNAJC19,epithelial mesenchymal transition,,-2.1557,0,0,
LIHC,DNAJC21,epithelial mesenchymal transition,,-2.708,0,0,
LIHC,DNAJC28,epithelial mesenchymal transition,,-2.6649,0,0,
LIHC,DNAJC2,epithelial mesenchymal transition,,-1.6506,0,0.0069374,
LIHC,DNAJC4,epithelial mesenchymal transition,,-2.182,0,0,
LIHC,HSP90B1,epithelial mesenchymal transition,,-2.0313,0,0.00032051,
LIHC,HSPA5,epithelial mesenchymal transition,,-1.944,0,0.00076648,
LIHC,HSPB11,epithelial mesenchymal transition,,-2.3333,0,0,
LIHC,HSPB9,epithelial mesenchymal transition,,-1.982,0,0.00017391,
LUAD,DNAJA3,epithelial mesenchymal transition,,-2.7402,0,0,
LUAD,DNAJA4,epithelial mesenchymal transition,,-2.1893,0,0,
LUAD,DNAJB2,epithelial mesenchymal transition,,-2.246,0,0,
LUAD,DNAJB7,epithelial mesenchymal transition,,-2.6888,0,0,
LUAD,DNAJB8,epithelial mesenchymal transition,,-1.9813,0,0,
LUAD,DNAJC11,epithelial mesenchymal transition,,-1.9162,0,0.00025385,
LUAD,DNAJC12,epithelial mesenchymal transition,,-2.1881,0,0,
LUAD,DNAJC16,epithelial mesenchymal transition,,-2.169,0,0,
LUAD,DNAJC19,epithelial mesenchymal transition,,-2.6857,0,0,
LUAD,DNAJC21,epithelial mesenchymal transition,,-2.0519,0,0,
LUAD,DNAJC25,epithelial mesenchymal transition,,-1.7364,0,0.0040725,
LUAD,DNAJC27,epithelial mesenchymal transition,,-2.684,0,0,
LUAD,DNAJC28,epithelial mesenchymal transition,,-3.19,0,0,
LUAD,DNAJC30,epithelial mesenchymal transition,,-2.2375,0,0,
LUAD,DNAJC5,epithelial mesenchymal transition,,-2.4403,0,0,
LUAD,DNAJC7,epithelial mesenchymal transition,,-2.0709,0,0,
LUAD,DNAJC9,epithelial mesenchymal transition,,-1.9417,0.00339,0.0041023,
LUAD,GAK,epithelial mesenchymal transition,,-2.3321,0,0,
LUAD,HSCB,epithelial mesenchymal transition,,-1.7096,0,0.0013569,
LUAD,HSPA14,epithelial mesenchymal transition,,-2.277,0,0,
LUAD,HSPA1L,epithelial mesenchymal transition,,-2.1982,0,0,
LUAD,HSPB11,epithelial mesenchymal transition,,-1.6758,0,0.0048283,
LUAD,HSPB9,epithelial mesenchymal transition,,-2.4469,0,0,
LUAD,HSPD1,epithelial mesenchymal transition,,-1.8909,0,4.00E-04,
LUAD,HSPE1,epithelial mesenchymal transition,,-2.2665,0,0,
LUAD,TRAP1,epithelial mesenchymal transition,,-2.7705,0,0,
LUSC,CRYAA,epithelial mesenchymal transition,,-1.8021,0,0.001491,
LUSC,DNAJA2,epithelial mesenchymal transition,,-2.1462,0,0,
LUSC,DNAJA3,epithelial mesenchymal transition,,-3.2691,0,0,
LUSC,DNAJA4,epithelial mesenchymal transition,,-3.3853,0,0,
LUSC,DNAJB11,epithelial mesenchymal transition,,-2.0872,0,0,
LUSC,DNAJB1,epithelial mesenchymal transition,,-2.0197,0,0,
LUSC,DNAJB3,epithelial mesenchymal transition,,-2.4102,0,0,
LUSC,DNAJB7,epithelial mesenchymal transition,,-3.3905,0,0,
LUSC,DNAJB8,epithelial mesenchymal transition,,-2.7508,0,0,
LUSC,DNAJC14,epithelial mesenchymal transition,,-3.0549,0,0,
LUSC,DNAJC17,epithelial mesenchymal transition,,-2.0436,0,0,
LUSC,DNAJC19,epithelial mesenchymal transition,,-3.1499,0,0,
LUSC,DNAJC25,epithelial mesenchymal transition,,-2.1058,0,0,
LUSC,DNAJC27,epithelial mesenchymal transition,,-3.1097,0,0,
LUSC,DNAJC2,epithelial mesenchymal transition,,-2.9447,0,0,
LUSC,DNAJC30,epithelial mesenchymal transition,,-3.0715,0,0,
LUSC,DNAJC7,epithelial mesenchymal transition,,-3.2527,0,0,
LUSC,DNAJC9,epithelial mesenchymal transition,,-3.2516,0,0,
LUSC,HSCB,epithelial mesenchymal transition,,-2.3167,0,0,
LUSC,HSP90AA1,epithelial mesenchymal transition,,-2.0552,0,0,
LUSC,HSP90AB1,epithelial mesenchymal transition,,-2.0105,0,0,
LUSC,HSPA14,epithelial mesenchymal transition,,-3.272,0,0,
LUSC,HSPA1A,epithelial mesenchymal transition,,-1.9501,0,0,
LUSC,HSPA1B,epithelial mesenchymal transition,,-2.2649,0,0,
LUSC,HSPA4,epithelial mesenchymal transition,,-1.7668,0,0.004294,
LUSC,HSPA4L,epithelial mesenchymal transition,,-2.1541,0,0,
LUSC,HSPA9,epithelial mesenchymal transition,,-3.4581,0,0,
LUSC,HSPB11,epithelial mesenchymal transition,,-3.0832,0,0,
LUSC,HSPB9,epithelial mesenchymal transition,,-4.19,0,0,
LUSC,HSPD1,epithelial mesenchymal transition,,-3.2175,0,0,
LUSC,HSPE1,epithelial mesenchymal transition,,-2.9319,0,0,
LUSC,HSPH1,epithelial mesenchymal transition,,-1.8687,0,0.00046683,
LUSC,TRAP1,epithelial mesenchymal transition,,-3.2627,0,0,
MESO,DNAJA2,epithelial mesenchymal transition,,-1.697,0,0.0076288,
MESO,DNAJA3,epithelial mesenchymal transition,,-2.3929,0,0,
MESO,DNAJB12,epithelial mesenchymal transition,,-2.1367,0,0,
MESO,DNAJB9,epithelial mesenchymal transition,,-2.6012,0,0,
MESO,DNAJC11,epithelial mesenchymal transition,,-2.1409,0,0,
MESO,DNAJC14,epithelial mesenchymal transition,,-2.3253,0,0,
MESO,DNAJC19,epithelial mesenchymal transition,,-2.7982,0,0,
MESO,DNAJC22,epithelial mesenchymal transition,,-2.0719,0,0,
MESO,DNAJC27,epithelial mesenchymal transition,,-2.6238,0,0,
MESO,DNAJC28,epithelial mesenchymal transition,,-3.254,0,0,
